neighborhood,year,n_permits,permits_per_sm
South Chicago,2019,2,5.362242759917439
South Chicago,2020,1,2.6811213799587197
South Chicago,2021,1,2.6811213799587197
South Deering,2006,0,0
South Deering,2007,0,0
South Deering,2008,0,0
South Deering,2009,1,111.11728023192289
South Deering,2010,0,0
South Deering,2011,0,0
South Deering,2012,0,0
South Deering,2013,0,0
South Deering,2014,0,0
South Deering,2015,0,0
South Deering,2016,0,0
South Deering,2017,0,0
South Deering,2018,0,0
South Deering,2019,0,0
South Deering,2020,0,0
South Deering,2021,0,0
South East Ravenswood,2006,0,0
South East Ravenswood,2007,0,0
South East Ravenswood,2008,0,0
South East Ravenswood,2009,0,0
South East Ravenswood,2010,0,0
South East Ravenswood,2011,0,0
South East Ravenswood,2012,0,0
South East Ravenswood,2013,0,0
South East Ravenswood,2014,0,0
South East Ravenswood,2015,0,0
South East Ravenswood,2016,1,38.48562904938089
South East Ravenswood,2017,0,0
South East Ravenswood,2018,1,38.48562904938089
South East Ravenswood,2019,0,0
South East Ravenswood,2020,0,0
South East Ravenswood,2021,0,0
South Loop,2006,0,0
South Loop,2007,0,0
South Loop,2008,1,112.7918031584609
South Loop,2009,0,0
South Loop,2010,0,0
South Loop,2011,0,0
South Loop,2012,0,0
South Loop,2013,0,0
South Loop,2014,0,0
South Loop,2015,0,0
South Loop,2016,0,0
South Loop,2017,0,0
South Loop,2018,0,0
South Loop,2019,0,0
South Loop,2020,0,0
South Loop,2021,0,0
South Shore,2006,16,14.177624673840869
South Shore,2007,8,7.0888123369204346
South Shore,2008,7,6.20271079480538
South Shore,2009,2,1.7722030842301086
South Shore,2010,0,0
South Shore,2011,1,0.8861015421150543
South Shore,2012,0,0
South Shore,2013,1,0.8861015421150543
South Shore,2014,0,0
South Shore,2015,2,1.7722030842301086
South Shore,2016,0,0
South Shore,2017,0,0
South Shore,2018,1,0.8861015421150543
South Shore,2019,0,0
South Shore,2020,2,1.7722030842301086
South Shore,2021,3,2.658304626345163
Tally's Corner,2006,2,11.10192554396717
Tally's Corner,2007,1,5.550962771983585
Tally's Corner,2008,0,0
Tally's Corner,2009,2,11.10192554396717
Tally's Corner,2010,0,0
Tally's Corner,2011,0,0
Tally's Corner,2012,2,11.10192554396717
Tally's Corner,2013,1,5.550962771983585
Tally's Corner,2014,0,0
Tally's Corner,2015,2,11.10192554396717
Tally's Corner,2016,0,0
Tally's Corner,2017,0,0
Tally's Corner,2018,0,0
Tally's Corner,2019,1,5.550962771983585
Tally's Corner,2020,0,0
Tally's Corner,2021,0,0
The Bush,2006,0,0
The Bush,2007,0,0
The Bush,2008,1,14.302503868412733
The Bush,2009,0,0
The Bush,2010,0,0
The Bush,2011,0,0
The Bush,2012,0,0
The Bush,2013,0,0
The Bush,2014,0,0
The Bush,2015,0,0
The Bush,2016,0,0
The Bush,2017,0,0
The Bush,2018,0,0
The Bush,2019,1,14.302503868412733
The Bush,2020,0,0
The Bush,2021,0,0
The Gap,2006,1,29.483854397917373
The Gap,2007,1,29.483854397917373
The Gap,2008,1,29.483854397917373
The Gap,2009,0,0
The Gap,2010,0,0
The Gap,2011,0,0
The Gap,2012,0,0
The Gap,2013,0,0
The Gap,2014,1,29.483854397917373
The Gap,2015,0,0
The Gap,2016,0,0
The Gap,2017,2,58.967708795834746
The Gap,2018,0,0
The Gap,2019,3,88.45156319375211
The Gap,2020,1,29.483854397917373
The Gap,2021,1,29.483854397917373
The Robert Taylor Homes,2006,0,0
The Robert Taylor Homes,2007,0,0
The Robert Taylor Homes,2008,0,0
The Robert Taylor Homes,2009,0,0
The Robert Taylor Homes,2010,0,0
The Robert Taylor Homes,2011,0,0
The Robert Taylor Homes,2012,0,0
The Robert Taylor Homes,2013,1,9.883952601237292
The Robert Taylor Homes,2014,0,0
The Robert Taylor Homes,2015,0,0
The Robert Taylor Homes,2016,0,0
The Robert Taylor Homes,2017,0,0
The Robert Taylor Homes,2018,0,0
The Robert Taylor Homes,2019,0,0
The Robert Taylor Homes,2020,0,0
The Robert Taylor Homes,2021,0,0
Ukrainian Village,2006,4,23.765528258734804
Ukrainian Village,2007,1,5.941382064683701
Ukrainian Village,2008,2,11.882764129367402
Ukrainian Village,2009,2,11.882764129367402
Ukrainian Village,2010,0,0
Ukrainian Village,2011,2,11.882764129367402
Ukrainian Village,2012,2,11.882764129367402
Ukrainian Village,2013,2,11.882764129367402
Ukrainian Village,2014,10,59.41382064683701
Ukrainian Village,2015,8,47.53105651746961
Ukrainian Village,2016,2,11.882764129367402
Ukrainian Village,2017,4,23.765528258734804
Ukrainian Village,2018,3,17.824146194051103
Ukrainian Village,2019,1,5.941382064683701
Ukrainian Village,2020,2,11.882764129367402
Ukrainian Village,2021,4,23.765528258734804
University Village / Little Italy,2006,4,16.914914086648526
University Village / Little Italy,2007,4,16.914914086648526
University Village / Little Italy,2008,4,16.914914086648526
University Village / Little Italy,2009,2,8.457457043324263
University Village / Little Italy,2010,0,0
University Village / Little Italy,2011,4,16.914914086648526
University Village / Little Italy,2012,1,4.2287285216621315
University Village / Little Italy,2013,0,0
University Village / Little Italy,2014,1,4.2287285216621315
University Village / Little Italy,2015,5,21.14364260831066
University Village / Little Italy,2016,2,8.457457043324263
University Village / Little Italy,2017,3,12.686185564986395
University Village / Little Italy,2018,3,12.686185564986395
University Village / Little Italy,2019,5,21.14364260831066
University Village / Little Italy,2020,1,4.2287285216621315
University Village / Little Italy,2021,5,21.14364260831066
Uptown,2006,4,12.088419581368697
Uptown,2007,6,18.132629372053046
Uptown,2008,4,12.088419581368697
Uptown,2009,1,3.0221048953421743
Uptown,2010,4,12.088419581368697
Uptown,2011,0,0
Uptown,2012,0,0
Uptown,2013,3,9.066314686026523
Uptown,2014,4,12.088419581368697
Uptown,2015,1,3.0221048953421743
Uptown,2016,2,6.044209790684349
Uptown,2017,4,12.088419581368697
Uptown,2018,5,15.110524476710872
Uptown,2019,0,0
Uptown,2020,0,0
Uptown,2021,4,12.088419581368697
Washington Park,2006,9,16.19029330699278
Washington Park,2007,4,7.195685914219012
Washington Park,2008,4,7.195685914219012
Washington Park,2009,4,7.195685914219012
Washington Park,2010,1,1.798921478554753
Washington Park,2011,0,0
Washington Park,2012,2,3.597842957109506
Washington Park,2013,1,1.798921478554753
Washington Park,2014,1,1.798921478554753
Washington Park,2015,5,8.994607392773766
Washington Park,2016,0,0
Washington Park,2017,1,1.798921478554753
Washington Park,2018,1,1.798921478554753
Washington Park,2019,1,1.798921478554753
Washington Park,2020,1,1.798921478554753
Washington Park,2021,7,12.59245034988327
West De Paul,2006,8,152.33972201813225
West De Paul,2007,3,57.127395756799594
West De Paul,2008,3,57.127395756799594
West De Paul,2009,0,0
West De Paul,2010,1,19.04246525226653
West De Paul,2011,1,19.04246525226653
West De Paul,2012,4,76.16986100906612
West De Paul,2013,4,76.16986100906612
West De Paul,2014,4,76.16986100906612
West De Paul,2015,4,76.16986100906612
West De Paul,2016,4,76.16986100906612
West De Paul,2017,2,38.08493050453306
West De Paul,2018,2,38.08493050453306
West De Paul,2019,5,95.21232626133266
West De Paul,2020,2,38.08493050453306
West De Paul,2021,1,19.04246525226653
West Elsdon,2006,4,350.47223244337016
West Elsdon,2007,1,87.61805811084254
West Elsdon,2008,0,0
West Elsdon,2009,0,0
West Elsdon,2010,0,0
West Elsdon,2011,0,0
West Elsdon,2012,0,0
West Elsdon,2013,0,0
West Elsdon,2014,0,0
West Elsdon,2015,0,0
West Elsdon,2016,0,0
West Elsdon,2017,0,0
West Elsdon,2018,0,0
West Elsdon,2019,0,0
West Elsdon,2020,0,0
West Elsdon,2021,0,0
West Englewood,2006,1,12.468692258869186
West Englewood,2007,7,87.28084581208431
West Englewood,2008,1,12.468692258869186
West Englewood,2009,0,0
West Englewood,2010,0,0
West Englewood,2011,0,0
West Englewood,2012,0,0
West Englewood,2013,1,12.468692258869186
West Englewood,2014,0,0
West Englewood,2015,0,0
West Englewood,2016,0,0
West Englewood,2017,0,0
West Englewood,2018,0,0
West Englewood,2019,0,0
West Englewood,2020,0,0
West Englewood,2021,0,0
West Garfield Park,2006,12,24.000753743339214
West Garfield Park,2007,11,22.00069093139428
West Garfield Park,2008,10,20.000628119449345
West Garfield Park,2009,3,6.000188435834803
West Garfield Park,2010,0,0
West Garfield Park,2011,0,0
West Garfield Park,2012,0,0
West Garfield Park,2013,1,2.0000628119449346
West Garfield Park,2014,0,0
West Garfield Park,2015,0,0
West Garfield Park,2016,1,2.0000628119449346
West Garfield Park,2017,0,0
West Garfield Park,2018,2,4.000125623889869
West Garfield Park,2019,0,0
West Garfield Park,2020,1,2.0000628119449346
West Garfield Park,2021,0,0
West Humboldt Park,2006,4,2005.1002895615977
West Humboldt Park,2007,0,0
West Humboldt Park,2008,0,0
West Humboldt Park,2009,0,0
West Humboldt Park,2010,0,0
West Humboldt Park,2011,0,0
West Humboldt Park,2012,0,0
West Humboldt Park,2013,0,0
West Humboldt Park,2014,0,0
West Humboldt Park,2015,0,0
West Humboldt Park,2016,0,0
West Humboldt Park,2017,0,0
West Humboldt Park,2018,0,0
West Humboldt Park,2019,0,0
West Humboldt Park,2020,0,0
West Humboldt Park,2021,0,0
West Lawn,2006,1,154.51304796606877
West Lawn,2007,0,0
West Lawn,2008,0,0
West Lawn,2009,0,0
West Lawn,2010,0,0
West Lawn,2011,0,0
West Lawn,2012,0,0
West Lawn,2013,0,0
West Lawn,2014,0,0
West Lawn,2015,0,0
West Lawn,2016,0,0
West Lawn,2017,0,0
West Lawn,2018,0,0
West Lawn,2019,0,0
West Lawn,2020,0,0
West Lawn,2021,0,0
West Pullman,2006,3,40.72741541618414
West Pullman,2007,3,40.72741541618414
West Pullman,2008,3,40.72741541618414
West Pullman,2009,1,13.575805138728045
West Pullman,2010,2,27.15161027745609
West Pullman,2011,4,54.30322055491218
West Pullman,2012,0,0
West Pullman,2013,0,0
West Pullman,2014,2,27.15161027745609
West Pullman,2015,3,40.72741541618414
West Pullman,2016,1,13.575805138728045
West Pullman,2017,0,0
West Pullman,2018,1,13.575805138728045
West Pullman,2019,1,13.575805138728045
West Pullman,2020,1,13.575805138728045
West Pullman,2021,0,0
West Rogers Park,2006,20,25.25921739326859
West Rogers Park,2007,5,6.314804348317147
West Rogers Park,2008,4,5.051843478653718
West Rogers Park,2009,1,1.2629608696634296
West Rogers Park,2010,2,2.525921739326859
West Rogers Park,2011,2,2.525921739326859
West Rogers Park,2012,2,2.525921739326859
West Rogers Park,2013,2,2.525921739326859
West Rogers Park,2014,1,1.2629608696634296
West Rogers Park,2015,1,1.2629608696634296
West Rogers Park,2016,5,6.314804348317147
West Rogers Park,2017,7,8.840726087644006
West Rogers Park,2018,2,2.525921739326859
West Rogers Park,2019,2,2.525921739326859
West Rogers Park,2020,2,2.525921739326859
West Rogers Park,2021,2,2.525921739326859
West Town,2006,10,67.07748602540805
West Town,2007,8,53.66198882032644
West Town,2008,10,67.07748602540805
West Town,2009,3,20.123245807622414
West Town,2010,2,13.41549720508161
West Town,2011,3,20.123245807622414
West Town,2012,18,120.73947484573449
West Town,2013,10,67.07748602540805
West Town,2014,12,80.49298323048966
West Town,2015,11,73.78523462794885
West Town,2016,13,87.20073183303046
West Town,2017,5,33.538743012704025
West Town,2018,12,80.49298323048966
West Town,2019,12,80.49298323048966
West Town,2020,2,13.41549720508161
West Town,2021,11,73.78523462794885
West Woodlawn,2006,1,2.9606102245825943
West Woodlawn,2007,4,11.842440898330377
West Woodlawn,2008,3,8.881830673747784
West Woodlawn,2009,2,5.9212204491651885
West Woodlawn,2010,0,0
West Woodlawn,2011,1,2.9606102245825943
West Woodlawn,2012,1,2.9606102245825943
West Woodlawn,2013,0,0
West Woodlawn,2014,1,2.9606102245825943
West Woodlawn,2015,2,5.9212204491651885
West Woodlawn,2016,1,2.9606102245825943
West Woodlawn,2017,0,0
West Woodlawn,2018,5,14.803051122912972
West Woodlawn,2019,0,0
West Woodlawn,2020,12,35.527322694991135
West Woodlawn,2021,14,41.448543144156325
Wicker Park,2006,19,79.82840580327317
Wicker Park,2007,13,54.61943554960796
Wicker Park,2008,5,21.00747521138768
Wicker Park,2009,1,4.201495042277536
Wicker Park,2010,4,16.805980169110143
Wicker Park,2011,8,33.611960338220285
Wicker Park,2012,3,12.604485126832605
Wicker Park,2013,5,21.00747521138768
Wicker Park,2014,7,29.410465295942746
Wicker Park,2015,7,29.410465295942746
Wicker Park,2016,11,46.21644546505289
Wicker Park,2017,9,37.81345538049782
Wicker Park,2018,7,29.410465295942746
Wicker Park,2019,10,42.01495042277536
Wicker Park,2020,6,25.20897025366521
Wicker Park,2021,3,12.604485126832605
Winneconna Parkway,2006,0,0
Winneconna Parkway,2007,0,0
Winneconna Parkway,2008,0,0
Winneconna Parkway,2009,0,0
Winneconna Parkway,2010,0,0
Winneconna Parkway,2011,0,0
Winneconna Parkway,2012,0,0
Winneconna Parkway,2013,0,0
Winneconna Parkway,2014,0,0
Winneconna Parkway,2015,0,0
Winneconna Parkway,2016,1,24.38787308288863
Winneconna Parkway,2017,0,0
Winneconna Parkway,2018,0,0
Winneconna Parkway,2019,0,0
Winneconna Parkway,2020,0,0
Winneconna Parkway,2021,0,0
Woodlawn,2006,45,99.35645543771614
Woodlawn,2007,19,41.9505034070357
Woodlawn,2008,4,8.831684927796989
Woodlawn,2009,1,2.207921231949247
Woodlawn,2010,0,0
Woodlawn,2011,1,2.207921231949247
Woodlawn,2012,0,0
Woodlawn,2013,1,2.207921231949247
Woodlawn,2014,4,8.831684927796989
Woodlawn,2015,2,4.415842463898494
Woodlawn,2016,3,6.623763695847742
Woodlawn,2017,18,39.742582175086454
Woodlawn,2018,10,22.079212319492473
Woodlawn,2019,17,37.534660943137204
Woodlawn,2020,28,61.821794494578924
Woodlawn,2021,25,55.19803079873118
Wrightwood Neighbors,2006,15,69.91694718928609
Wrightwood Neighbors,2007,21,97.88372606500052
Wrightwood Neighbors,2008,10,46.611298126190725
Wrightwood Neighbors,2009,9,41.95016831357165
Wrightwood Neighbors,2010,2,9.322259625238145
Wrightwood Neighbors,2011,3,13.983389437857218
Wrightwood Neighbors,2012,9,41.95016831357165
Wrightwood Neighbors,2013,26,121.18937512809588
Wrightwood Neighbors,2014,12,55.93355775142887
Wrightwood Neighbors,2015,19,88.56146643976237
Wrightwood Neighbors,2016,14,65.25581737666701
Wrightwood Neighbors,2017,16,74.57807700190516
Wrightwood Neighbors,2018,10,46.611298126190725
Wrightwood Neighbors,2019,6,27.966778875714436
Wrightwood Neighbors,2020,8,37.28903850095258
Wrightwood Neighbors,2021,11,51.2724279388098
Wrigleyville,2006,13,165.21448560874023
Wrigleyville,2007,5,63.54403292643855
Wrigleyville,2008,6,76.25283951172625
Wrigleyville,2009,0,0
Wrigleyville,2010,0,0
Wrigleyville,2011,0,0
Wrigleyville,2012,2,25.417613170575418
Wrigleyville,2013,2,25.417613170575418
Wrigleyville,2014,4,50.835226341150836
Wrigleyville,2015,4,50.835226341150836
Wrigleyville,2016,9,114.37925926758939
Wrigleyville,2017,5,63.54403292643855
Wrigleyville,2018,3,38.126419755863125
Wrigleyville,2019,2,25.417613170575418
Wrigleyville,2020,6,76.25283951172625
Wrigleyville,2021,3,38.126419755863125
